user_id,product_id,event_time,event_type,event_weight,category_code,category_code_encoded,brand,brand_encoded,price,price_normalized,hour_of_day,hour_normalized,user_session,day_of_week_Friday,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday
461,prod_25,2024-03-25 04:44:37,page_view,1,electronics.tablets,0.3599,Sony,0.2041,428.46,0.41746051383562205,4,0.17391304347826086,sess_475,0,1,0,0,0,0,0
688,prod_79,2024-03-25 19:12:23,add_to_cart,2,electronics.laptops,0.1638,Sony,0.2041,544.63,0.5372283393129612,19,0.8260869565217391,sess_780,0,1,0,0,0,0,0
999,prod_76,2024-03-25 15:58:32,purchase,3,electronics.tablets,0.3599,Apple,0.1221,511.81,0.503391892449173,15,0.6521739130434783,sess_249,0,1,0,0,0,0,0
368,prod_77,2024-03-25 21:43:11,login,1,electronics.tablets,0.3599,Dell,0.2022,278.57,0.2629283681801311,21,0.9130434782608695,sess_738,0,1,0,0,0,0,0
262,prod_55,2024-03-26 13:04:56,login,1,electronics.tablets,0.3599,Sony,0.2041,221.85,0.20445172996824607,13,0.5652173913043478,sess_4362,0,0,0,0,0,1,0
147,prod_78,2024-03-26 11:51:30,search,1,electronics.accessories,0.1427,HP,0.0903,690.0,0.687100498989649,11,0.4782608695652174,sess_4622,0,0,0,0,0,1,0
946,prod_32,2024-03-26 01:36:54,signup,1,electronics.phones,0.3336,HP,0.0903,917.71,0.921862757227102,1,0.043478260869565216,sess_2402,0,0,0,0,0,1,0
28,prod_88,2024-03-26 05:07:22,click,1,electronics.laptops,0.1638,Samsung,0.1771,546.61,0.5392696606045609,5,0.21739130434782608,sess_4991,0,0,0,0,0,1,0
538,prod_88,2024-03-26 04:45:57,search,1,electronics.laptops,0.1638,Samsung,0.1771,546.61,0.5392696606045609,4,0.17391304347826086,sess_1251,0,0,0,0,0,1,0
600,prod_9,2024-03-26 10:38:38,purchase,3,electronics.phones,0.3336,Samsung,0.1771,361.94,0.34888036620066804,10,0.43478260869565216,sess_1437,0,0,0,0,0,1,0
914,prod_87,2024-03-26 06:41:14,search,1,electronics.tablets,0.3599,Samsung,0.1771,900.72,0.9043465709926182,6,0.2608695652173913,sess_340,0,0,0,0,0,1,0
737,prod_85,2024-03-26 13:49:38,login,1,electronics.tablets,0.3599,Samsung,0.1771,639.91,0.6354591941935749,13,0.5652173913043478,sess_3103,0,0,0,0,0,1,0
79,prod_10,2024-03-26 00:16:28,logout,1,electronics.tablets,0.3599,LG,0.1036,756.27,0.7554229040372797,0,0.0,sess_741,0,0,0,0,0,1,0
802,prod_50,2024-03-26 18:00:23,page_view,1,electronics.phones,0.3336,Samsung,0.1771,94.28,0.07293084250896943,18,0.782608695652174,sess_2048,0,0,0,0,0,1,0
121,prod_52,2024-03-26 23:53:02,signup,1,electronics.tablets,0.3599,Samsung,0.1771,462.49,0.4525444348220545,23,1.0,sess_2224,0,0,0,0,0,1,0
560,prod_47,2024-03-26 06:58:57,click,1,electronics.phones,0.3336,Samsung,0.1771,508.67,0.5001546455523939,6,0.2608695652173913,sess_670,0,0,0,0,0,1,0
61,prod_50,2024-03-26 04:17:55,login,1,electronics.phones,0.3336,Samsung,0.1771,94.28,0.07293084250896943,4,0.17391304347826086,sess_760,0,0,0,0,0,1,0
801,prod_68,2024-03-26 07:24:11,logout,1,electronics.tablets,0.3599,HP,0.0903,221.07,0.20364757309579773,7,0.30434782608695654,sess_752,0,0,0,0,0,1,0
265,prod_71,2024-03-26 04:43:46,add_to_cart,2,electronics.tablets,0.3599,Sony,0.2041,228.97,0.21179223885521048,4,0.17391304347826086,sess_2333,0,0,0,0,0,1,0
653,prod_7,2024-03-26 13:16:03,page_view,1,electronics.phones,0.3336,Sony,0.2041,139.86,0.11992247102973318,13,0.5652173913043478,sess_2506,0,0,0,0,0,1,0
193,prod_47,2024-03-26 14:39:16,click,1,electronics.phones,0.3336,Samsung,0.1771,508.67,0.5001546455523939,14,0.6086956521739131,sess_1537,0,0,0,0,0,1,0
452,prod_92,2024-03-26 00:53:05,logout,1,electronics.laptops,0.1638,Sony,0.2041,258.83,0.2425770134850921,0,0.0,sess_3298,0,0,0,0,0,1,0
854,prod_94,2024-03-26 22:46:58,add_to_cart,2,electronics.phones,0.3336,Sony,0.2041,827.73,0.8290960451977399,22,0.9565217391304348,sess_300,0,0,0,0,0,1,0
986,prod_84,2024-03-26 23:44:45,logout,1,electronics.accessories,0.1427,Lenovo,0.1006,384.77,0.3724174192750216,23,1.0,sess_2451,0,0,0,0,0,1,0
329,prod_66,2024-03-26 02:53:48,logout,1,electronics.tablets,0.3599,Dell,0.2022,454.37,0.44417295558579734,2,0.08695652173913043,sess_2743,0,0,0,0,0,1,0
734,prod_33,2024-03-26 20:56:24,add_to_cart,2,electronics.accessories,0.1427,LG,0.1036,96.26,0.07497216380056909,20,0.8695652173913043,sess_2923,0,0,0,0,0,1,0
537,prod_67,2024-03-26 17:57:11,login,1,electronics.phones,0.3336,Apple,0.1221,320.38,0.30603323848406117,17,0.7391304347826086,sess_2588,0,0,0,0,0,1,0
354,prod_100,2024-03-26 01:25:42,logout,1,electronics.phones,0.3336,Dell,0.2022,393.04,0.3809435440636727,1,0.043478260869565216,sess_1433,0,0,0,0,0,1,0
128,prod_86,2024-03-26 01:05:07,login,1,electronics.phones,0.3336,Dell,0.2022,387.66,0.3753969235844777,1,0.043478260869565216,sess_2616,0,0,0,0,0,1,0
202,prod_78,2024-03-26 00:06:41,search,1,electronics.accessories,0.1427,HP,0.0903,690.0,0.687100498989649,0,0.0,sess_3338,0,0,0,0,0,1,0
162,prod_63,2024-03-27 01:02:11,login,1,electronics.phones,0.3336,LG,0.1036,756.33,0.7554847622582374,1,0.043478260869565216,sess_4383,0,0,0,0,0,0,1
768,prod_51,2024-03-27 05:01:56,signup,1,electronics.tablets,0.3599,Samsung,0.1771,630.02,0.6252628974390695,5,0.21739130434782608,sess_1807,0,0,0,0,0,0,1
369,prod_89,2024-03-27 01:16:53,purchase,3,electronics.tablets,0.3599,Sony,0.2041,441.27,0.43066724401006223,1,0.043478260869565216,sess_4918,0,0,0,0,0,0,1
468,prod_80,2024-03-27 19:36:43,signup,1,electronics.accessories,0.1427,HP,0.0903,948.81,0.9539259350901066,19,0.8260869565217391,sess_359,0,0,0,0,0,0,1
994,prod_100,2024-03-27 00:06:36,login,1,electronics.phones,0.3336,Dell,0.2022,393.04,0.3809435440636727,0,0.0,sess_643,0,0,0,0,0,0,1
980,prod_66,2024-03-27 01:23:33,signup,1,electronics.tablets,0.3599,Dell,0.2022,454.37,0.44417295558579734,1,0.043478260869565216,sess_4046,0,0,0,0,0,0,1
885,prod_13,2024-03-27 03:13:39,login,1,electronics.phones,0.3336,Lenovo,0.1006,291.44,0.27619695657552884,3,0.13043478260869565,sess_329,0,0,0,0,0,0,1
527,prod_14,2024-03-27 07:34:32,click,1,electronics.accessories,0.1427,LG,0.1036,116.85,0.09619984329250689,7,0.30434782608695654,sess_914,0,0,0,0,0,0,1
122,prod_89,2024-03-27 08:46:54,logout,1,electronics.tablets,0.3599,Sony,0.2041,441.27,0.43066724401006223,8,0.34782608695652173,sess_3273,0,0,0,0,0,0,1
267,prod_26,2024-03-27 02:46:36,add_to_cart,2,electronics.laptops,0.1638,LG,0.1036,444.12,0.4336055095055466,2,0.08695652173913043,sess_1926,0,0,0,0,0,0,1
606,prod_78,2024-03-27 13:59:18,page_view,1,electronics.accessories,0.1427,HP,0.0903,690.0,0.687100498989649,13,0.5652173913043478,sess_4355,0,0,0,0,0,0,1
851,prod_82,2024-03-27 22:16:06,add_to_cart,2,electronics.tablets,0.3599,Samsung,0.1771,796.91,0.7973215390325372,22,0.9565217391304348,sess_4776,0,0,0,0,0,0,1
586,prod_46,2024-03-27 03:51:37,add_to_cart,2,electronics.laptops,0.1638,Dell,0.2022,527.22,0.5192791455317745,3,0.13043478260869565,sess_427,0,0,0,0,0,0,1
757,prod_15,2024-03-27 12:05:06,signup,1,electronics.laptops,0.1638,HP,0.0903,918.35,0.9225225782506494,12,0.5217391304347826,sess_3116,0,0,0,0,0,0,1
899,prod_71,2024-03-27 14:43:04,page_view,1,electronics.tablets,0.3599,Sony,0.2041,228.97,0.21179223885521048,14,0.6086956521739131,sess_3822,0,0,0,0,0,0,1
101,prod_95,2024-03-27 20:50:12,click,1,electronics.accessories,0.1427,Dell,0.2022,842.67,0.8444987422161737,20,0.8695652173913043,sess_2428,0,0,0,0,0,0,1
604,prod_50,2024-03-27 10:06:37,signup,1,electronics.phones,0.3336,Samsung,0.1771,94.28,0.07293084250896943,10,0.43478260869565216,sess_756,0,0,0,0,0,0,1
774,prod_29,2024-03-27 05:09:36,page_view,1,electronics.phones,0.3336,Sony,0.2041,196.43,0.17824446368922428,5,0.21739130434782608,sess_4830,0,0,0,0,0,0,1
728,prod_76,2024-03-27 16:51:00,add_to_cart,2,electronics.tablets,0.3599,Apple,0.1221,511.81,0.503391892449173,16,0.6956521739130435,sess_4464,0,0,0,0,0,0,1
745,prod_89,2024-03-27 16:56:19,logout,1,electronics.tablets,0.3599,Sony,0.2041,441.27,0.43066724401006223,16,0.6956521739130435,sess_3780,0,0,0,0,0,0,1
755,prod_91,2024-03-27 13:59:48,login,1,electronics.accessories,0.1427,Sony,0.2041,37.38,0.01426862963421172,13,0.5652173913043478,sess_4567,0,0,0,0,0,0,1
883,prod_11,2024-03-27 00:58:48,add_to_cart,2,electronics.accessories,0.1427,Sony,0.2041,942.13,0.947039053156831,0,0.0,sess_3658,0,0,0,0,0,0,1
764,prod_4,2024-03-27 16:42:30,search,1,electronics.tablets,0.3599,LG,0.1036,738.03,0.7366180048661799,16,0.6956521739130435,sess_733,0,0,0,0,0,0,1
593,prod_51,2024-03-27 02:47:34,signup,1,electronics.tablets,0.3599,Samsung,0.1771,630.02,0.6252628974390695,2,0.08695652173913043,sess_647,0,0,0,0,0,0,1
324,prod_71,2024-03-27 09:22:05,signup,1,electronics.tablets,0.3599,Sony,0.2041,228.97,0.21179223885521048,9,0.391304347826087,sess_2228,0,0,0,0,0,0,1
11,prod_14,2024-03-27 23:59:38,purchase,3,electronics.accessories,0.1427,LG,0.1036,116.85,0.09619984329250689,23,1.0,sess_4899,0,0,0,0,0,0,1
19,prod_17,2024-03-28 06:37:35,signup,1,electronics.phones,0.3336,Apple,0.1221,173.47,0.15457338446946262,6,0.2608695652173913,sess_2252,0,0,0,0,1,0,0
85,prod_87,2024-03-28 11:57:12,login,1,electronics.tablets,0.3599,Samsung,0.1771,900.72,0.9043465709926182,11,0.4782608695652174,sess_1239,0,0,0,0,1,0,0
654,prod_88,2024-03-28 22:06:49,page_view,1,electronics.laptops,0.1638,Samsung,0.1771,546.61,0.5392696606045609,22,0.9565217391304348,sess_1010,0,0,0,0,1,0,0
391,prod_80,2024-03-28 08:50:42,search,1,electronics.accessories,0.1427,HP,0.0903,948.81,0.9539259350901066,8,0.34782608695652173,sess_338,0,0,0,0,1,0,0
649,prod_66,2024-03-28 05:19:02,search,1,electronics.tablets,0.3599,Dell,0.2022,454.37,0.44417295558579734,5,0.21739130434782608,sess_156,0,0,0,0,1,0,0
951,prod_94,2024-03-28 10:40:03,click,1,electronics.phones,0.3336,Sony,0.2041,827.73,0.8290960451977399,10,0.43478260869565216,sess_4597,0,0,0,0,1,0,0
686,prod_26,2024-03-28 05:04:49,signup,1,electronics.laptops,0.1638,LG,0.1036,444.12,0.4336055095055466,5,0.21739130434782608,sess_877,0,0,0,0,1,0,0
606,prod_22,2024-03-28 07:50:49,signup,1,electronics.tablets,0.3599,Dell,0.2022,336.45,0.32260093199719575,7,0.30434782608695654,sess_3422,0,0,0,0,1,0,0
800,prod_18,2024-03-28 03:00:22,purchase,3,electronics.accessories,0.1427,Samsung,0.1771,647.12,0.6428924904119756,3,0.13043478260869565,sess_1779,0,0,0,0,1,0,0
741,prod_61,2024-03-28 01:12:52,purchase,3,electronics.accessories,0.1427,Dell,0.2022,23.54,0.0,1,0.043478260869565216,sess_2560,0,0,0,0,1,0,0
979,prod_17,2024-03-28 00:18:39,click,1,electronics.phones,0.3336,Apple,0.1221,173.47,0.15457338446946262,0,0.0,sess_917,0,0,0,0,1,0,0
213,prod_43,2024-03-28 23:26:12,add_to_cart,2,electronics.tablets,0.3599,Lenovo,0.1006,825.29,0.8265804775454656,23,1.0,sess_4702,0,0,0,0,1,0,0
58,prod_36,2024-03-28 22:55:53,login,1,electronics.tablets,0.3599,Dell,0.2022,463.47,0.4535547857643614,22,0.9565217391304348,sess_4707,0,0,0,0,1,0,0
24,prod_51,2024-03-28 21:21:58,purchase,3,electronics.tablets,0.3599,Samsung,0.1771,630.02,0.6252628974390695,21,0.9130434782608695,sess_759,0,0,0,0,1,0,0
855,prod_31,2024-03-28 01:33:50,signup,1,electronics.phones,0.3336,Lenovo,0.1006,677.8,0.6745226607282773,1,0.043478260869565216,sess_4887,0,0,0,0,1,0,0
673,prod_29,2024-03-28 18:56:28,click,1,electronics.phones,0.3336,Sony,0.2041,196.43,0.17824446368922428,18,0.782608695652174,sess_1110,0,0,0,0,1,0,0
793,prod_56,2024-03-28 02:29:37,purchase,3,electronics.laptops,0.1638,Lenovo,0.1006,887.46,0.8906759041609962,2,0.08695652173913043,sess_4307,0,0,0,0,1,0,0
396,prod_89,2024-03-28 23:46:46,add_to_cart,2,electronics.tablets,0.3599,Sony,0.2041,441.27,0.43066724401006223,23,1.0,sess_4872,0,0,0,0,1,0,0
338,prod_57,2024-03-28 02:35:04,search,1,electronics.tablets,0.3599,HP,0.0903,993.5,0.9999999999999998,2,0.08695652173913043,sess_1429,0,0,0,0,1,0,0
118,prod_38,2024-03-28 07:24:11,add_to_cart,2,electronics.phones,0.3336,LG,0.1036,782.84,0.7828157862179883,7,0.30434782608695654,sess_2825,0,0,0,0,1,0,0
203,prod_75,2024-03-28 16:16:29,page_view,1,electronics.phones,0.3336,Dell,0.2022,124.86,0.10445791579034185,16,0.6956521739130435,sess_2244,0,0,0,0,1,0,0
340,prod_25,2024-03-28 06:33:17,logout,1,electronics.tablets,0.3599,Sony,0.2041,428.46,0.41746051383562205,6,0.2608695652173913,sess_2360,0,0,0,0,1,0,0
505,prod_70,2024-03-28 09:45:31,login,1,electronics.tablets,0.3599,Samsung,0.1771,510.0,0.5015258361169531,9,0.391304347826087,sess_4567,0,0,0,0,1,0,0
68,prod_91,2024-03-28 13:55:25,login,1,electronics.accessories,0.1427,Sony,0.2041,37.38,0.01426862963421172,13,0.5652173913043478,sess_194,0,0,0,0,1,0,0
697,prod_78,2024-03-28 00:56:17,purchase,3,electronics.accessories,0.1427,HP,0.0903,690.0,0.687100498989649,0,0.0,sess_103,0,0,0,0,1,0,0
973,prod_14,2024-03-28 03:59:08,purchase,3,electronics.accessories,0.1427,LG,0.1036,116.85,0.09619984329250689,3,0.13043478260869565,sess_2521,0,0,0,0,1,0,0
400,prod_23,2024-03-28 22:21:12,purchase,3,electronics.phones,0.3336,HP,0.0903,273.95,0.2581652851663986,22,0.9565217391304348,sess_3017,0,0,0,0,1,0,0
754,prod_83,2024-03-29 01:00:52,page_view,1,electronics.tablets,0.3599,Apple,0.1221,357.23,0.3440244958554992,1,0.043478260869565216,sess_2665,1,0,0,0,0,0,0
679,prod_43,2024-03-29 03:16:38,page_view,1,electronics.tablets,0.3599,Lenovo,0.1006,825.29,0.8265804775454656,3,0.13043478260869565,sess_1990,1,0,0,0,0,0,0
422,prod_34,2024-03-29 00:29:16,add_to_cart,2,electronics.accessories,0.1427,Samsung,0.1771,48.87,0.02611447894758546,0,0.0,sess_2996,1,0,0,0,0,0,0
255,prod_12,2024-03-29 07:01:02,search,1,electronics.laptops,0.1638,Sony,0.2041,164.47,0.14529465132582783,7,0.30434782608695654,sess_3649,1,0,0,0,0,0,0
361,prod_18,2024-03-29 07:30:57,login,1,electronics.accessories,0.1427,Samsung,0.1771,647.12,0.6428924904119756,7,0.30434782608695654,sess_3750,1,0,0,0,0,0,0
73,prod_51,2024-03-29 17:30:49,search,1,electronics.tablets,0.3599,Samsung,0.1771,630.02,0.6252628974390695,17,0.7391304347826086,sess_4048,1,0,0,0,0,0,0
202,prod_69,2024-03-29 19:24:54,search,1,electronics.accessories,0.1427,Samsung,0.1771,553.52,0.5463936657181738,19,0.8260869565217391,sess_196,1,0,0,0,0,0,0
627,prod_21,2024-03-29 11:40:43,login,1,electronics.phones,0.3336,Dell,0.2022,976.55,0.9825250525794875,11,0.4782608695652174,sess_2555,1,0,0,0,0,0,0
83,prod_15,2024-03-29 05:36:09,page_view,1,electronics.laptops,0.1638,HP,0.0903,918.35,0.9225225782506494,5,0.21739130434782608,sess_2217,1,0,0,0,0,0,0
791,prod_5,2024-03-29 03:16:49,logout,1,electronics.tablets,0.3599,Apple,0.1221,58.07,0.0355994061610788,3,0.13043478260869565,sess_1288,1,0,0,0,0,0,0
842,prod_93,2024-03-29 07:46:48,search,1,electronics.tablets,0.3599,HP,0.0903,518.93,0.5107324013361374,7,0.30434782608695654,sess_2877,1,0,0,0,0,0,0
335,prod_64,2024-03-29 13:37:12,purchase,3,electronics.phones,0.3336,HP,0.0903,374.9,0.36224174192750214,13,0.5652173913043478,sess_1725,1,0,0,0,0,0,0
398,prod_25,2024-03-29 09:41:12,signup,1,electronics.tablets,0.3599,Sony,0.2041,428.46,0.41746051383562205,9,0.391304347826087,sess_807,1,0,0,0,0,0,0
315,prod_58,2024-03-29 15:26:06,page_view,1,electronics.phones,0.3336,Apple,0.1221,335.58,0.321703987793311,15,0.6521739130434783,sess_180,1,0,0,0,0,0,0
434,prod_5,2024-03-29 01:45:56,purchase,3,electronics.tablets,0.3599,Apple,0.1221,58.07,0.0355994061610788,1,0.043478260869565216,sess_4884,1,0,0,0,0,0,0
804,prod_14,2024-03-29 22:14:19,add_to_cart,2,electronics.accessories,0.1427,LG,0.1036,116.85,0.09619984329250689,22,0.9565217391304348,sess_4428,1,0,0,0,0,0,0
609,prod_16,2024-03-29 19:20:42,logout,1,electronics.tablets,0.3599,LG,0.1036,498.51,0.48967998680357944,19,0.8260869565217391,sess_4540,1,0,0,0,0,0,0
489,prod_23,2024-03-29 19:08:50,click,1,electronics.phones,0.3336,HP,0.0903,273.95,0.2581652851663986,19,0.8260869565217391,sess_1538,1,0,0,0,0,0,0
964,prod_68,2024-03-29 22:46:26,purchase,3,electronics.tablets,0.3599,HP,0.0903,221.07,0.20364757309579773,22,0.9565217391304348,sess_4756,1,0,0,0,0,0,0
532,prod_13,2024-03-30 08:36:04,purchase,3,electronics.phones,0.3336,Lenovo,0.1006,291.44,0.27619695657552884,8,0.34782608695652173,sess_3589,0,0,1,0,0,0,0
621,prod_92,2024-03-30 14:39:50,logout,1,electronics.laptops,0.1638,Sony,0.2041,258.83,0.2425770134850921,14,0.6086956521739131,sess_4297,0,0,1,0,0,0,0
303,prod_87,2024-03-30 21:54:01,page_view,1,electronics.tablets,0.3599,Samsung,0.1771,900.72,0.9043465709926182,21,0.9130434782608695,sess_4603,0,0,1,0,0,0,0
268,prod_67,2024-03-30 23:50:43,signup,1,electronics.phones,0.3336,Apple,0.1221,320.38,0.30603323848406117,23,1.0,sess_898,0,0,1,0,0,0,0
442,prod_22,2024-03-30 14:24:40,click,1,electronics.tablets,0.3599,Dell,0.2022,336.45,0.32260093199719575,14,0.6086956521739131,sess_3595,0,0,1,0,0,0,0
574,prod_15,2024-03-30 19:20:44,page_view,1,electronics.laptops,0.1638,HP,0.0903,918.35,0.9225225782506494,19,0.8260869565217391,sess_785,0,0,1,0,0,0,0
603,prod_23,2024-03-30 09:43:41,logout,1,electronics.phones,0.3336,HP,0.0903,273.95,0.2581652851663986,9,0.391304347826087,sess_2238,0,0,1,0,0,0,0
25,prod_55,2024-03-30 21:28:03,click,1,electronics.tablets,0.3599,Sony,0.2041,221.85,0.20445172996824607,21,0.9130434782608695,sess_4239,0,0,1,0,0,0,0
420,prod_86,2024-03-30 11:13:18,logout,1,electronics.phones,0.3336,Dell,0.2022,387.66,0.3753969235844777,11,0.4782608695652174,sess_4008,0,0,1,0,0,0,0
106,prod_70,2024-03-30 05:11:11,click,1,electronics.tablets,0.3599,Samsung,0.1771,510.0,0.5015258361169531,5,0.21739130434782608,sess_4012,0,0,1,0,0,0,0
446,prod_16,2024-03-30 10:04:33,click,1,electronics.tablets,0.3599,LG,0.1036,498.51,0.48967998680357944,10,0.43478260869565216,sess_2876,0,0,1,0,0,0,0
198,prod_99,2024-03-30 21:42:22,signup,1,electronics.tablets,0.3599,Samsung,0.1771,524.61,0.5165883129201203,21,0.9130434782608695,sess_3016,0,0,1,0,0,0,0
979,prod_38,2024-03-30 13:37:56,add_to_cart,2,electronics.phones,0.3336,LG,0.1036,782.84,0.7828157862179883,13,0.5652173913043478,sess_2187,0,0,1,0,0,0,0
309,prod_47,2024-03-30 08:31:34,click,1,electronics.phones,0.3336,Samsung,0.1771,508.67,0.5001546455523939,8,0.34782608695652173,sess_3831,0,0,1,0,0,0,0
190,prod_31,2024-03-30 08:24:14,add_to_cart,2,electronics.phones,0.3336,Lenovo,0.1006,677.8,0.6745226607282773,8,0.34782608695652173,sess_1694,0,0,1,0,0,0,0
631,prod_17,2024-03-30 21:18:19,add_to_cart,2,electronics.phones,0.3336,Apple,0.1221,173.47,0.15457338446946262,21,0.9130434782608695,sess_1197,0,0,1,0,0,0,0
999,prod_96,2024-03-30 13:45:34,add_to_cart,2,electronics.phones,0.3336,Samsung,0.1771,783.56,0.783558084869479,13,0.5652173913043478,sess_4797,0,0,1,0,0,0,0
468,prod_32,2024-03-30 06:15:43,logout,1,electronics.phones,0.3336,HP,0.0903,917.71,0.921862757227102,6,0.2608695652173913,sess_546,0,0,1,0,0,0,0
471,prod_30,2024-03-30 09:35:20,page_view,1,electronics.laptops,0.1638,Sony,0.2041,767.41,0.766907913728401,9,0.391304347826087,sess_2082,0,0,1,0,0,0,0
646,prod_96,2024-03-30 20:36:34,click,1,electronics.phones,0.3336,Samsung,0.1771,783.56,0.783558084869479,20,0.8695652173913043,sess_2788,0,0,1,0,0,0,0
9,prod_46,2024-03-30 18:16:20,logout,1,electronics.laptops,0.1638,Dell,0.2022,527.22,0.5192791455317745,18,0.782608695652174,sess_3922,0,0,1,0,0,0,0
383,prod_90,2024-03-30 17:31:27,search,1,electronics.tablets,0.3599,Lenovo,0.1006,935.43,0.9401315518165695,17,0.7391304347826086,sess_700,0,0,1,0,0,0,0
804,prod_35,2024-03-30 17:52:07,login,1,electronics.phones,0.3336,Samsung,0.1771,273.72,0.2579281619860613,17,0.7391304347826086,sess_4843,0,0,1,0,0,0,0
601,prod_22,2024-03-30 19:58:15,add_to_cart,2,electronics.tablets,0.3599,Dell,0.2022,336.45,0.32260093199719575,19,0.8260869565217391,sess_3647,0,0,1,0,0,0,0
658,prod_19,2024-03-30 19:29:31,add_to_cart,2,electronics.phones,0.3336,Sony,0.2041,610.9,0.6055507443605921,19,0.8260869565217391,sess_2225,0,0,1,0,0,0,0
123,prod_37,2024-03-30 06:19:17,logout,1,electronics.phones,0.3336,Dell,0.2022,140.8,0.12089158315806837,6,0.2608695652173913,sess_1061,0,0,1,0,0,0,0
12,prod_18,2024-03-30 20:30:50,purchase,3,electronics.accessories,0.1427,Samsung,0.1771,647.12,0.6428924904119756,20,0.8695652173913043,sess_3584,0,0,1,0,0,0,0
811,prod_48,2024-03-30 03:12:25,signup,1,electronics.tablets,0.3599,Apple,0.1221,946.04,0.9510701472225657,3,0.13043478260869565,sess_1,0,0,1,0,0,0,0
158,prod_22,2024-03-30 13:33:12,logout,1,electronics.tablets,0.3599,Dell,0.2022,336.45,0.32260093199719575,13,0.5652173913043478,sess_620,0,0,1,0,0,0,0
611,prod_79,2024-03-30 10:26:48,search,1,electronics.laptops,0.1638,Sony,0.2041,544.63,0.5372283393129612,10,0.43478260869565216,sess_2852,0,0,1,0,0,0,0
472,prod_63,2024-03-30 03:46:26,logout,1,electronics.phones,0.3336,LG,0.1036,756.33,0.7554847622582374,3,0.13043478260869565,sess_3819,0,0,1,0,0,0,0
788,prod_76,2024-03-31 06:00:48,login,1,electronics.tablets,0.3599,Apple,0.1221,511.81,0.503391892449173,6,0.2608695652173913,sess_3255,0,0,0,1,0,0,0
402,prod_88,2024-03-31 02:07:25,page_view,1,electronics.laptops,0.1638,Samsung,0.1771,546.61,0.5392696606045609,2,0.08695652173913043,sess_3601,0,0,0,1,0,0,0
597,prod_96,2024-03-31 07:50:41,logout,1,electronics.phones,0.3336,Samsung,0.1771,783.56,0.783558084869479,7,0.30434782608695654,sess_4263,0,0,0,1,0,0,0
476,prod_91,2024-03-31 08:13:36,logout,1,electronics.accessories,0.1427,Sony,0.2041,37.38,0.01426862963421172,8,0.34782608695652173,sess_4789,0,0,0,1,0,0,0
919,prod_88,2024-03-31 05:49:12,login,1,electronics.laptops,0.1638,Samsung,0.1771,546.61,0.5392696606045609,5,0.21739130434782608,sess_3161,0,0,0,1,0,0,0
975,prod_71,2024-03-31 23:29:52,purchase,3,electronics.tablets,0.3599,Sony,0.2041,228.97,0.21179223885521048,23,1.0,sess_147,0,0,0,1,0,0,0
411,prod_100,2024-03-31 05:52:52,page_view,1,electronics.phones,0.3336,Dell,0.2022,393.04,0.3809435440636727,5,0.21739130434782608,sess_97,0,0,0,1,0,0,0
721,prod_25,2024-03-31 09:17:48,purchase,3,electronics.tablets,0.3599,Sony,0.2041,428.46,0.41746051383562205,9,0.391304347826087,sess_4880,0,0,0,1,0,0,0
565,prod_70,2024-03-31 20:43:50,search,1,electronics.tablets,0.3599,Samsung,0.1771,510.0,0.5015258361169531,20,0.8695652173913043,sess_1577,0,0,0,1,0,0,0
680,prod_55,2024-03-31 21:22:37,search,1,electronics.tablets,0.3599,Sony,0.2041,221.85,0.20445172996824607,21,0.9130434782608695,sess_2640,0,0,0,1,0,0,0
499,prod_67,2024-03-31 17:06:16,signup,1,electronics.phones,0.3336,Apple,0.1221,320.38,0.30603323848406117,17,0.7391304347826086,sess_426,0,0,0,1,0,0,0
873,prod_27,2024-03-31 05:21:59,signup,1,electronics.accessories,0.1427,Samsung,0.1771,908.65,0.9125221658625096,5,0.21739130434782608,sess_4337,0,0,0,1,0,0,0
839,prod_42,2024-03-31 07:53:19,search,1,electronics.phones,0.3336,Sony,0.2041,207.2,0.1893480143511072,7,0.30434782608695654,sess_2589,0,0,0,1,0,0,0
180,prod_14,2024-03-31 04:41:00,signup,1,electronics.accessories,0.1427,LG,0.1036,116.85,0.09619984329250689,4,0.17391304347826086,sess_692,0,0,0,1,0,0,0
420,prod_27,2024-03-31 02:04:58,login,1,electronics.accessories,0.1427,Samsung,0.1771,908.65,0.9125221658625096,2,0.08695652173913043,sess_3169,0,0,0,1,0,0,0
639,prod_80,2024-03-31 15:15:16,login,1,electronics.accessories,0.1427,HP,0.0903,948.81,0.9539259350901066,15,0.6521739130434783,sess_727,0,0,0,1,0,0,0
139,prod_4,2024-03-31 01:47:58,login,1,electronics.tablets,0.3599,LG,0.1036,738.03,0.7366180048661799,1,0.043478260869565216,sess_2924,0,0,0,1,0,0,0
670,prod_47,2024-03-31 00:38:15,login,1,electronics.phones,0.3336,Samsung,0.1771,508.67,0.5001546455523939,0,0.0,sess_1883,0,0,0,1,0,0,0
295,prod_42,2024-03-31 04:46:21,search,1,electronics.phones,0.3336,Sony,0.2041,207.2,0.1893480143511072,4,0.17391304347826086,sess_3367,0,0,0,1,0,0,0
192,prod_79,2024-03-31 21:43:32,login,1,electronics.laptops,0.1638,Sony,0.2041,544.63,0.5372283393129612,21,0.9130434782608695,sess_4921,0,0,0,1,0,0,0
